290	0-0 1-1 12-10 13-11 2-3 3-4 3-6 4-7 6-12 7-13 8-14 8-16
291	1-4 10-7 11-10 11-9 12-8 14-21 3-11 4-12 5-15 6-17 8-14 8-20 9-6
292	0-1 1-2 11-19 2-5 3-6 4-9 5-3 8-18
293	0-0 0-2 1-4 2-6 3-5 4-7 5-10 5-11 6-6
294	0-2 1-3 10-14 11-15 12-16 13-18 14-19 2-4 3-5 4-6 5-10 6-11 7-12 9-13
295	0-0 1-1 2-3 3-7 4-4 4-6 5-2 6-8
296	0-0 1-1 2-2 4-5 5-6 6-10 7-7 7-9 8-4 9-11
297	0-0 1-1 10-14 11-15 3-2 4-3 5-6 6-7 7-8 8-9 9-13
298	0-0 1-1 10-13 11-14 12-15 13-8 14-16 2-5 3-2 3-4 4-6 5-7 6-9 7-10 8-11 9-12
299	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8
300	0-0 1-2 10-4 11-16 3-7 4-8 5-9 6-10 7-11 8-13 8-15 9-3
301	0-0 1-1 2-2 4-4 4-5 5-6 6-7 7-11 7-12 8-9 9-13
302	1-0 10-9 11-11 11-13 12-7 13-8 14-14 3-1 4-3 5-2 6-5 7-6 9-10
303	0-6 1-7 3-3 4-1 4-2 5-9
304	0-0 1-2 10-13 11-14 2-3 3-4 4-5 5-6 6-7 7-8 7-9 8-10 9-11
305	0-0 1-1 1-2 10-7 11-8 12-12 2-3 3-4 4-6 5-5 8-11 9-10
306	0-0 1-1 1-4 10-13 2-5 3-6 4-7 5-9 6-8 7-10 8-11 9-12
307	0-0 1-3 2-1 2-2 3-4 4-7 5-8 6-11 6-9 7-5 8-6 9-12
308	0-0 1-2 10-14 11-16 12-17 2-3 3-4 4-8 5-9 6-5 6-6 7-10 8-11 8-12 9-13
309	0-0 1-2 2-3 3-5 3-6 4-7 5-8 6-9 7-4 8-10
310	0-0 1-1 10-12 11-14 12-15 13-13 14-16 2-2 3-3 4-4 5-7 6-6 7-8
311	0-0 1-1 10-6 11-15 2-3 3-2 5-7 6-8 7-14 9-10 9-9
312	0-0 1-1 10-12 11-16 2-2 3-3 4-7 5-4 5-6 6-8 7-11 8-9 9-15
313	0-0 1-2 10-15 11-5 12-16 2-1 3-3 4-6 5-7 5-8 6-9 7-10 8-11 9-12 9-14
314	0-0 0-3 1-4 2-5 3-7 4-8
315	0-0 1-1 1-2 2-3 3-4 4-5 5-7 5-8
316	0-0 1-1 10-14 10-16 12-17 2-6 3-3 3-5 5-8 6-9 7-10 9-12
317	0-0 1-2 10-22 11-23 12-25 13-19 14-18 15-26 2-3 3-6 4-7 5-10 5-12 5-13 6-4 7-14 8-16 9-20
318	0-0 1-1 10-11 2-3 3-5 4-6 5-8 6-7 7-9 8-10
319	0-0 1-2 10-11 11-13 12-16 13-12 14-17 2-1 3-5 4-8 5-7 6-3 8-4 9-9
320	0-0 0-3 1-4 2-5 3-7 4-8
321	0-0 1-2 2-3 3-7 5-5 5-6 6-10 7-11 8-13 8-8 9-14
322	0-0 1-4 2-1 2-3 3-5 4-7 5-8 6-9 7-10 8-11 9-12
323	0-0 1-1 10-14 2-3 2-5 3-6 4-7 5-9 6-12 7-13 8-11 9-10
324	0-0 1-6 10-18 12-11 13-19 2-3 3-8 4-9 5-10 6-12 7-16 8-13 8-15 9-17
325	0-0 1-1 10-18 2-2 3-3 4-6 5-7 5-9 6-10 7-13 7-14 7-15 7-17 8-5 9-4
326	0-0 1-1 10-16 11-18 12-19 2-3 3-4 4-5 5-6 6-11 6-7 6-8 6-9 7-12 8-13 9-14
327	0-0 1-2 2-1 3-3 4-4 5-5
328	0-2 1-4 10-7 11-8 12-9 13-5 14-16 2-3 3-10 4-11 5-12 6-13 7-14 8-15 9-6
329	0-0 1-1 1-3 10-15 11-16 2-4 3-6 4-7 5-8 6-9 7-10 8-12 9-13
330	0-0 0-1 1-3 2-4 3-10 5-5 5-7 7-11
331	0-0 1-2 10-13 11-5 12-14 2-3 3-5 4-7 5-8 6-9 7-10 8-11 9-12
332	0-0 1-1 10-6 11-12 2-2 3-3 4-4 5-5 6-8 7-9 8-10 8-11 9-7
333	0-1 0-2 1-3 10-9 11-20 2-5 2-7 3-8 4-10 5-11 6-12 7-14 8-15 9-16 9-19
334	0-0 11-19 12-20 13-21 2-2 3-3 4-4 5-7 6-12 7-13 8-14 9-15 9-17
335	0-0 1-4 10-10 11-11 12-18 2-1 2-3 3-5 4-7 5-8 6-9 7-12 8-13 9-14 9-17
336	0-0 1-1 2-2 3-3 3-5 4-6 5-8 6-7 7-9
337	0-0 1-2 10-10 11-11 12-12 2-1 3-3 4-4 5-5 6-6 7-7 8-8 9-9
338	0-6 0-8 1-4 10-13 11-10 12-9 13-21 2-0 3-2 4-3 5-16 6-17 7-20 8-11 9-12
339	0-0 1-1 2-2 3-8 4-9 5-12 6-13 7-15 8-14 9-16
340	10-16 11-17 11-20 12-23 2-3 3-4 4-8 5-9 6-12 7-11 8-13 9-14
341	0-0 0-1 1-2 10-14 11-16 12-15 13-3 14-17 2-4 3-5 4-6 5-7 6-8 7-9 8-10 8-12 9-13
342	10-17 10-20 11-4 12-21 3-7 4-10 5-11 6-12 7-13 8-14 9-15
343	0-0 1-1 10-5 11-4 12-13 2-2 3-3 4-6 5-7 6-10 7-11 8-12 9-9
344	0-0 1-1 10-17 11-8 12-7 13-18 2-3 3-4 4-5 5-6 6-10 8-12 9-13
345	0-0 1-1 10-11 2-2 3-4 4-5 5-7 6-8 7-9 8-10 9-6
346	0-0 1-1 10-4 11-12 2-2 3-3 5-5 6-6 7-7 8-8 9-11 9-9
347	0-0 1-1 10-18 2-6 3-2 3-4 4-8 5-7 6-9 7-11 7-13 8-15 9-16
348	0-0 1-1 10-11 2-2 3-3 4-4 5-5 6-6 6-8 7-9 9-10
349	0-0 1-2 10-16 2-5 3-6 4-7 5-10 6-11 7-12 8-13 8-15 9-9
350	0-1 0-2 1-3 10-7 11-13 4-4 5-5 6-8 7-9 8-10 9-11 9-12
351	0-11 1-10 10-12 11-13 2-0 3-2 4-1 5-3 6-6 7-5 8-7 9-9
352	0-0 1-1 1-3 10-12 2-4 3-5 5-7 6-9 7-10 9-6
353	0-0 1-1 2-2 3-4 4-5 5-6 6-8 7-7 8-3 9-9
354	0-0 1-3 10-16 2-4 3-13 4-14 5-15 6-10 6-12 7-6 8-7 9-9
355	0-0 1-1 10-13 10-15 11-16 12-17 13-18 13-20 14-21 2-3 3-4 4-7 5-6 6-8 7-9 8-10 9-11
356	0-0 1-2 10-14 10-16 11-17 2-3 3-4 4-5 4-7 5-8 6-9 7-10 8-11 9-12
357	1-7 10-3 11-4 12-5 13-18 3-11 4-12 5-15 5-8 6-2 7-16 9-17
358	0-0 1-1 2-2 2-4 3-5 4-8 5-9 6-10 7-7 8-6 9-11
359	1-0 10-6 11-20 2-1 2-3 3-4 4-8 5-13 6-14 7-15 7-17 8-19
360	0-0 1-4 10-15 11-16 12-18 13-17 14-19 2-1 2-3 3-5 4-6 5-7 6-8 7-9 8-12 9-14
361	0-0 1-1 10-13 11-14 12-15 13-16 13-18 14-19 2-2 3-3 4-4 5-5 6-7 7-8 8-10 9-11
362	0-0 2-2 3-1 4-3 5-4 6-5 6-7 7-0 8-8
363	0-1 1-0 10-16 11-17 12-4 13-3 14-18 2-2 3-5 4-6 5-10 5-8 6-11 7-13 8-14 9-15
364	0-0 1-1 2-2 3-3 4-4 5-5 6-6
365	0-1 1-2 2-4 3-5 4-6 5-7 6-8
366	0-0 1-1 10-14 10-15 11-16 2-2 3-3 4-4 4-6 5-7 6-8 7-11 7-12 8-9 9-13
367	10-10 11-15 2-12 3-0 4-1 5-4 6-5 7-6 8-8 9-9
368	0-0 1-1 1-2 10-16 11-17 12-18 2-3 3-4 4-11 5-10 5-5 6-12 7-13 8-14 9-15
369	0-0 1-1 2-2 3-3 4-4 4-6 5-7
370	0-0 1-1 2-2 3-4 4-3 5-6 6-7 7-8 8-5 9-9
371	0-1 1-3 2-5 3-6 4-11 4-8 5-12
372	0-0 1-1 2-2 3-4 4-5 5-6 6-11 6-8 7-12 8-3 9-13
373	0-0 1-1 1-2 10-14 11-15 11-16 12-17 2-3 3-6 4-8 5-5 6-9 7-10 8-12 9-13
374	0-0 1-1 10-10 2-2 3-4 4-3 6-5 7-7 8-8 8-9 9-6
375	0-4 1-5 1-6 10-19 10-20 11-8 12-10 12-9 13-7 14-21 2-3 3-2 4-11 5-12 6-13 7-14 8-15 8-16 9-17
376	0-0 1-1 10-17 11-18 12-13 13-11 14-19 3-2 4-6 5-7 6-9 7-10 8-15 9-16
377	0-1 1-3 10-14 11-15 12-16 13-17 2-5 3-6 4-8 4-9 5-10 7-11 8-12 9-13
378	0-0 1-1 10-13 11-10 12-9 13-14 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-11
379	0-0 1-1 1-3 3-6 4-8 5-9 6-10 7-11 8-5 9-12
380	0-5 1-7 2-3 3-0 4-2 5-4 6-8
381	0-0 1-1 10-5 11-13 2-2 3-3 5-6 6-9 7-10 8-11 9-12
382	0-0 1-1 2-2 3-8 4-5 5-6 6-7 7-9 8-10
383	0-0 1-1 1-3 10-15 3-6 4-14 4-7 5-8 6-9 7-10 8-11
384	0-0 1-1 2-2 3-3 4-4 4-5 5-6 6-10 7-8 7-9
385	0-4 1-6 10-18 10-19 11-15 12-9 13-20 2-5 2-8 3-3 4-0 5-13 6-10 7-14 8-16 9-17
386	0-0 1-1 1-3 2-4 5-5 6-6 7-7 8-8 9-9
387	0-16 1-18 10-20 11-21 12-22 2-17 3-15 4-0 5-1 5-4 5-6 6-7 7-12 7-14 8-9 9-19
388	0-0 1-2 2-3 3-7 4-5 4-6 5-8 6-10 6-11 7-12
389	0-0 1-1 1-2 10-10 11-11 12-12 13-13 14-14 2-3 3-4 4-6 5-5 6-7 8-8 9-9
390	0-0 1-2 10-11 11-15 12-19 13-17 13-18 14-20 2-3 3-4 4-5 5-6 6-7 7-9 8-14 9-12
391	0-0 1-2 10-18 2-1 3-3 4-6 5-11 6-12 7-13 8-14 8-17 9-4
392	0-0 1-2 2-3 3-5 4-6 5-8
393	0-2 1-0 10-19 11-15 12-12 13-13 14-20 2-1 3-5 4-6 5-7 6-10 7-9 8-11 9-16
394	0-0 1-1 1-2 10-12 11-3 12-14 2-3 3-4 4-5 5-6 7-7 8-11 8-9 9-13
395	0-0 1-1 10-12 11-15 12-14 13-5 14-16 2-2 3-3 4-6 6-9 7-8 8-10 9-11
396	0-0 1-3 3-9 4-8 6-11 7-5 8-6 9-12
397	0-1 1-2 11-9 12-6 13-7 2-3 3-4 5-12 7-13 8-14 8-16 9-5
398	0-0 1-1 10-13 11-14 11-15 12-16 2-2 3-3 4-5 4-7 5-8 6-9 7-12 8-10 9-11
399	0-0 1-3 2-4 3-5 3-7 4-8 5-12 6-9 7-10 8-11 9-13
400	0-0 1-1 2-2 3-3 4-5 5-4 6-6
401	0-7 1-8 2-0 3-2 3-5 4-10 5-11 6-12 8-13
402	0-1 1-2 10-16 11-21 2-3 3-13 4-4 6-15 7-17 8-20 9-18
403	0-1 0-3 1-4 10-16 2-5 3-6 4-7 4-9 5-10 6-12 7-13 8-15 9-11
404	0-0 1-1 1-3 2-4 3-6 4-7 5-8 6-5 7-9
405	0-0 1-2 1-4 10-16 11-17 11-18 2-7 3-23 4-21 5-8 6-11 6-9 7-12 9-15
406	0-0 1-8 10-11 11-10 12-14 2-9 3-7 4-1 5-3 6-4 7-5 8-12 9-13
407	0-0 1-1 2-2 3-5 4-6 5-7 6-4 7-3 8-8
408	0-0 1-2 10-14 11-5 12-15 2-1 3-3 4-6 5-7 6-8 7-9 8-10 9-11 9-13
409	0-1 0-2 1-3 2-5 2-6 3-7 4-11 4-12 4-9
410	0-0 1-2 10-9 11-10 12-11 13-12 14-13 4-3 6-4 7-5 8-6 8-7 9-8
411	0-0 1-1 10-11 11-13 2-2 2-3 3-4 4-5 5-7 6-6 7-8 8-10 9-12
412	0-1 1-2 1-3 10-6 11-15 2-5 3-7 4-8 5-9 6-10 7-12 8-13 9-14
413	0-0 0-2 2-5 3-4 5-7 5-8 6-9 7-10 7-11
414	0-0 1-1 10-14 11-16 12-18 13-17 14-19 2-6 3-3 4-7 5-9 6-11 8-12 9-13
415	0-0 1-1 2-2 3-3 4-4 4-5 5-7 6-8 7-11 8-9
416	0-1 1-2 10-17 11-16 12-18 13-19 14-20 2-4 2-6 3-14 4-8 5-9 6-10 7-11 8-12 8-13 9-15
417	0-0 1-3 10-12 11-13 12-14 2-1 3-5 4-6 5-7 6-9 7-8 8-10 9-11
418	0-0 1-1 10-17 11-7 12-8 13-9 14-21 2-2 2-4 3-6 4-11 5-12 6-13 7-15 8-16 9-19 9-20
419	0-1 2-5 3-7 4-6 5-8 6-10 7-11 8-4 9-12
420	0-0 0-2 1-4 2-6 3-8 4-9 5-10 5-12
421	0-0 1-2 2-1 3-4 4-5 5-6 6-7 7-10 8-8 8-9 9-11
422	0-1 1-2 10-17 2-10 3-12 4-13 5-16 7-4 7-5 7-7 8-8 9-9
423	0-0 1-2 10-13 2-1 5-5 6-6 7-8 7-9 8-10 9-12
424	0-0 1-1 10-14 11-15 12-16 13-17 2-2 3-3 4-4 5-5 5-7 6-8 7-9 8-10 9-11
425	0-2 10-13 11-12 12-11 13-16 3-4 4-7 5-6 6-8 7-9 9-15
426	0-0 1-1 10-16 2-2 2-4 3-7 5-8 7-10 8-11 9-12 9-14 9-15
427	0-0 1-1 2-5 3-6 4-7 5-8 6-9 8-4 9-10
428	0-0 0-1 1-2 10-18 2-3 3-4 3-6 4-5 5-12 5-7 6-13 7-14 8-15 8-16 9-17
429	0-0 1-1 2-2 3-3 4-4 4-6 7-8 7-9 9-10
430	1-4 2-0 4-1 4-2 5-7 6-8 7-9 8-10
431	0-0 1-1 2-3 3-4 4-5 4-7 5-8 6-9 7-10 8-11 9-12
432	0-0 10-4 12-3 13-15 2-6 3-7 4-8 5-9 6-10 7-12 9-5
433	0-0 1-1 10-10 11-12 12-13 13-14 2-3 3-5 4-4 5-2 9-7
434	0-0 1-2 10-14 2-1 3-5 4-6 5-7 6-8 7-9 8-10 8-12 9-13
435	0-3 1-4 10-9 11-15 3-5 4-6 5-7 6-8 7-10 8-14 9-11 9-13
436	0-2 1-3 2-5 3-6 4-8 5-0
437	0-0 1-1 10-13 2-2 4-3 5-6 6-8 7-9 8-12
438	0-0 1-1 2-2 3-3 4-5 5-4 6-6 7-9 8-10
439	0-0 1-3 10-12 11-18 2-4 3-7 4-10 5-9 6-15 7-17 8-14 9-11
440	0-0 1-5 10-15 11-12 12-16 2-2 3-6 4-7 5-8 6-9 7-10 8-13 9-14
441	0-0 1-1 1-3 2-4 4-5 5-6 6-7 7-8 8-9 9-10
442	0-0 1-1 2-2 3-6 3-8 4-9 5-10 6-12 7-11 8-13
443	0-0 1-1 1-3 2-4 3-5 4-6 5-7 6-8 7-10 8-9 9-11
444	0-0 1-2 2-3 3-5 4-6
445	0-0 1-1 13-17 2-2 3-3 4-4 4-6 5-7 6-10 6-8 7-11 8-13 8-16
446	0-2 1-4 2-10 3-12 4-14 5-15 6-6 7-7 8-9 9-16
447	0-0 1-1 2-3 3-4 4-5 5-6 6-8 7-2
448	0-0 1-1 10-11 2-2 3-3 4-6 5-5 6-4 7-7 8-9 9-10
449	0-0 1-1 10-12 11-11 12-15 2-2 3-4 3-6 4-7 5-9 6-10 7-13 8-14
450	0-0 1-1 10-9 2-2 3-3 5-4 6-6 7-7 8-8 9-5
451	0-0 1-1 2-2 3-3 4-4
452	0-0 1-3 2-4 3-5 5-6
453	0-0 10-9 11-13 2-1 2-3 3-4 4-5 5-6 6-7 7-10 8-11 9-12
454	0-0 1-1 2-7 3-2 3-4 4-8 5-9 6-11 7-10 8-12
455	0-0 1-3 10-12 11-9 12-6 13-16 3-13 4-14 5-15 6-4 7-5 8-7 9-8
456	0-0 1-1 2-4 3-2 4-5 5-6
457	0-0 1-1 10-11 11-12 11-13 12-14 2-2 3-3 5-6 6-5 7-7 8-8 9-9
458	0-0 1-1 10-20 2-2 3-7 4-8 5-11 5-14 6-15 7-16 8-18 9-19
459	0-0 1-1 2-2 3-4 4-5 6-15 7-7 8-16
460	0-0 1-1 10-12 11-13 12-6 13-14 2-2 3-4 4-5 5-7 6-8 7-9 8-10 9-11
461	0-2 1-3 10-14 3-9 4-10 5-11 6-13 7-12 8-7 9-4
462	0-9 1-7 1-8 4-1 4-3 5-5
463	0-0 1-5 12-10 12-8 13-11 14-23 2-4 4-12 5-15 6-13 6-14 7-16 8-22 9-18 9-20
464	0-0 1-2 2-1 3-4 4-5 5-6
465	0-0 1-4 2-5 3-10 4-11 5-8 6-1 8-12
466	0-1 1-3 10-16 10-18 10-20 11-27 12-29 13-9 14-30 2-4 3-8 4-6 5-7 7-13 8-14 9-23 9-24
467	0-1 0-2 1-3 2-5 3-6 4-8 5-7
468	0-1 1-0 1-4 10-18 2-5 4-6 4-9 5-12 6-13 7-11 8-15 9-17
469	0-0 1-1 2-2 3-5 4-4 5-7 6-8 7-9 8-10 9-11
470	0-0 1-1 10-14 11-15 13-20 3-2 3-4 4-9 5-10 6-11 7-13
471	0-0 1-1 1-4 11-16 13-17 2-5 4-6 5-8 6-9 7-11 8-12 9-14
472	0-3 1-6 11-13 2-7 3-8 4-9 5-10 6-12 7-0 9-2
473	0-0 1-1 10-5 11-7 12-12 13-13 2-2 3-3 5-8 6-9 7-10 9-4
474	0-0 1-2 2-10 2-8 4-12 5-4 6-7 7-5 9-13
475	0-0 1-1 2-2 2-3 3-4 4-5 5-6 6-7 7-8
476	0-0 1-1 10-9 2-2 3-3 4-4 5-5 6-6 7-7 9-8
477	0-0 1-1 10-13 11-14 11-15 12-8 13-16 2-2 3-4 4-5 5-6 6-7 7-9 8-11 9-12
478	0-0 1-2 10-11 11-12 12-7 13-13 2-3 3-5 4-4 5-6 7-9 8-8 9-10
479	0-0 1-4 10-18 11-19 12-22 12-23 13-24 14-25 2-3 3-5 4-6 5-7 6-9 7-11 8-14
480	0-0 1-1 10-12 11-13 11-15 12-11 13-18 2-2 2-4 3-5 4-7 5-9 6-8 7-6 9-10
481	0-0 1-1 2-2 3-3 4-4 4-6 5-7 6-8 7-9 8-10 8-11 9-12
482	0-0 0-2 1-3 2-5 3-6 4-7 5-11 6-9 7-8
483	0-19 1-20 2-17 3-2 4-4 4-7 5-9 6-11 7-12 8-15 9-21
484	0-0 1-1 10-14 11-16 12-15 13-13 14-17 2-2 3-4 4-5 5-9 6-8 7-10 8-11 9-12
485	0-4 1-3 10-6 11-8 12-18 2-5 3-7 4-9 5-10 6-11 6-14 8-16 9-17
486	0-0 1-1 10-13 10-18 11-11 12-19 2-2 3-3 4-4 5-5 6-6 6-8 7-9 8-15 9-16
487	0-10 1-14 10-6 11-9 12-7 13-18 2-11 2-13 2-17 3-4 4-0 6-1 7-2 8-3 9-5
488	0-0 1-1 10-11 10-12 11-17 2-2 3-3 4-4 5-5 6-6 7-7 8-14 8-16 9-9
489	0-0 1-1 10-5 11-12 2-2 3-3 5-6 6-7 7-8 8-10 9-11
490	0-0 1-3 2-1 2-2 3-4 4-5 5-7 6-8 7-10 8-9 9-11
491	0-1 0-2 1-3 2-5 2-8 3-9 4-10 5-12 6-13 7-15 7-16 7-18 8-19
492	0-2 0-5 1-0 10-16 2-6 3-7 3-8 4-9 5-10 6-11 8-13 9-14 9-15
493	0-0 1-1 10-5 11-13 2-2 3-3 5-4 6-6 7-7 8-8 9-10 9-12
494	0-0 1-1 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10
495	0-0 1-1 2-2 3-3 3-5 4-6 5-9 6-8 7-7 8-10
496	0-0 1-1 1-2 10-15 12-17 12-18 13-19 2-3 3-4 4-6 5-5 6-7 7-10 7-11 7-8 8-12 9-14
497	0-0 1-3 10-20 2-11 3-12 4-14 5-16 6-17 6-19 7-10 7-7 7-9 8-5 9-4
498	0-0 1-2 10-13 2-4 3-5 4-6 5-8 6-9 7-11 7-12
499	0-0 1-2 2-3 3-4 4-6 7-7 8-8
500	0-0 1-1 10-14 2-2 3-4 4-5 5-6 6-7 7-8 8-10 8-11 8-12 9-13
501	0-0 1-1 10-12 11-6 12-14 2-2 3-3 3-4 5-7 6-9 7-8 8-10 9-13
502	0-0 1-2 10-10 10-12 11-13 2-1 3-3 4-4 6-5 6-7 8-8 9-9
503	0-0 1-3 10-16 11-17 12-18 13-19 2-4 3-6 4-5 4-7 5-9 6-10 7-11 7-13 8-14 9-15
504	0-0 1-2 10-14 11-18 2-3 3-5 3-7 4-8 5-10 5-12 6-13 7-17 8-16 9-15
505	0-0 1-1 2-2 3-3 3-5 4-6 5-7
506	0-0 1-1 10-11 11-12 12-7 13-15 2-2 3-3 4-4 4-5 5-6 7-13 8-14 9-10
507	0-0 1-1 2-2 3-3 4-4 5-5 5-6 6-8 7-10 8-11
508	0-0 1-1 1-3 2-6 3-8 4-9 5-4 6-5 7-10
509	0-0 1-1 10-10 2-2 3-3 4-4 5-5 6-6 8-8 9-7 9-9
510	0-0 1-1 1-4 10-14 11-17 12-16 13-18 4-7 5-8 5-9 7-10 9-13
511	0-0 2-2 4-3 4-5 6-6
512	0-0 10-11 12-12 2-1 3-2 5-3 6-4 7-5 8-6 9-7
513	0-0 1-1 10-10 11-11 3-2 4-3 5-4 7-6 8-7
514	0-3 3-0 4-4 5-5 6-6 8-7
515	0-0 1-1 2-2 3-4 4-5 5-6 6-7 6-9 7-10 8-11 9-12
516	0-1 1-0 10-13 11-14 12-16 13-17 14-18 2-2 3-4 3-6 4-7 5-8 6-9 7-10 8-11 9-12
517	0-0 1-4 1-6 10-18 11-15 11-20 11-22 13-11 14-23 4-8 6-12 7-13 8-14 9-17
518	0-0 0-1 1-2 2-3 4-5 5-6 6-7
519	0-0 1-2 10-14 11-12 12-11 13-9 14-15 2-3 3-4 4-5 5-6 6-8 8-10 9-13
520	0-0 10-11 2-2 3-3 5-5 5-6 6-7 7-8 8-9 9-10
521	0-0 1-1 10-11 11-12 12-13 2-2 3-3 4-4 5-5 6-6 7-8 8-9 9-10
522	1-5 10-15 11-12 11-14 12-16 13-17 2-6 3-7 4-8 5-1 6-9 7-10 8-2 9-11
523	0-0 1-1 1-2 10-11 11-12 12-13 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10
524	0-0 0-3 0-4 1-5 2-6 4-8 5-9 6-10 7-13 8-11
525	1-0 10-14 11-16 12-17 2-6 3-4 4-5 5-7 6-10 6-9 7-11 8-12 9-13
526	0-0 1-1 10-12 2-2 3-3 4-6 5-4 6-7 8-8 9-9
527	1-7 10-2 10-4 11-20 12-23 12-24 13-18 3-11 4-15 5-5 6-16 7-17 8-0 9-1
528	0-1 1-2 2-3 4-5 4-7 5-8
529	0-0 10-3 11-16 2-14 3-15 5-5 5-7 6-8 7-10 8-11 9-13
530	0-3 1-4 10-18 10-20 11-6 12-5 13-21 2-0 3-1 4-7 5-8 6-11 6-9 7-12 8-13 8-15 9-16
531	1-12 2-10 2-11 3-15 4-0 5-4 5-7 6-1 7-13 8-16
532	0-0 1-3 10-12 11-16 2-4 3-5 4-6 4-8 4-9 5-10 6-11 7-13 8-14 9-15
533	0-0 1-1 2-2 2-3 3-4 4-5 6-7 6-9 7-10
534	0-0 0-2 1-3 10-17 2-4 3-5 4-7 5-8 6-12 7-11 7-9 8-14 9-15 9-16
535	0-4 1-3 2-0 3-1 4-5 4-6 5-7 7-11 7-13 8-8 8-9 9-14
536	0-0 1-1 10-13 2-2 3-4 4-5 5-6 6-7 7-8 8-11 8-9 9-12
537	1-5 10-8 11-9 12-10 3-0 4-1 4-2 7-4 8-6 9-7
538	0-2 1-6 2-5 3-7 4-8 5-9 6-10 7-0
539	0-0 1-1 2-2 3-3 4-5 5-8 6-9 7-10
540	0-0 1-1 10-12 2-5 3-4 4-6 5-7 6-8 7-9 8-10 9-11
541	0-0 2-2 3-3 4-7 5-8 6-10 6-5 7-11 8-13 9-15
542	0-0 1-6 1-7 2-1 2-3 3-8 4-11 5-12 6-10 7-9 8-13
543	0-0 0-2 1-4 1-5 2-6 3-8 4-9 5-10 6-11
544	0-0 1-1 10-9 11-15 2-2 3-4 4-5 7-8 8-10 9-13 9-14
545	0-0 1-1 11-13 12-14 13-18 2-2 3-5 3-7 4-8 5-9 6-11 9-17
546	0-0 1-1 10-12 2-2 3-3 5-6 6-7 7-8 8-10 8-11 9-5
547	0-0 1-1 2-3 3-4 4-5 5-6 6-7 7-8
548	0-0 1-1 10-14 11-15 12-16 2-3 2-6 3-7 4-8 5-9 6-10 7-11 8-12 9-13
549	0-0 1-1 2-2 3-4 4-6 5-7 6-8 7-10 7-9 8-3 9-11
550	0-0 2-2 3-3 3-4 4-5 5-6 6-8 7-7 9-9
551	0-0 1-1 1-2 1-4 2-5 3-6 4-7 5-8 6-11 7-12
552	0-0 1-1 10-17 2-4 4-8 5-11 5-12 5-9 6-13 7-14 8-16 9-15
553	0-8 1-10 1-9 10-14 11-11 12-15 2-7 3-0 4-2 5-3 7-4 7-6 8-12 9-13
554	0-0 1-1 10-18 11-20 12-21 13-22 2-3 3-12 4-4 4-5 5-6 6-8 6-9 7-13 8-15 9-16 9-17
555	0-0 1-1 10-16 2-2 3-6 4-4 5-5 6-9 7-10 7-11 7-14 7-15 8-7 9-8
556	0-2 1-5 2-4 3-6 4-10 4-11 4-7 5-12 6-13 7-14 8-15 9-16
557	0-1 1-2 2-5 3-4 4-6 5-7 6-8
558	0-0 1-1 1-2 10-9 11-10 12-7 13-14 2-3 3-5 4-6 6-11 7-12 8-13
559	0-0 1-3 10-14 2-4 4-6 5-7 6-8 7-9 8-10 8-13
560	0-0 1-1 10-16 14-17 2-3 3-5 4-6 5-7 6-11 6-12 6-8 7-13 8-14 9-15
561	0-0 1-1 11-10 2-2 3-3 4-4 8-6 9-7
562	1-0 10-12 11-13 13-17 2-1 3-6 4-7 8-10
563	0-0 1-1 2-2 3-4 4-5 5-6 6-7 7-8
564	0-2 1-0 1-1 2-3 3-5 4-6
565	1-3 2-2 4-5 5-4 6-6 7-7 8-8
566	0-0 1-1 10-5 11-6 12-16 2-2 3-3 4-4 5-8 6-9 7-10 8-13 8-15 9-11
567	1-1 10-10 10-11 11-12 3-2 4-0 5-3 6-4 7-5 8-7 9-9
568	0-0 1-1 10-19 2-6 3-2 3-4 4-12 5-14 6-15 7-16 8-18 9-13
569	0-0 1-2 10-15 11-16 12-13 13-18 2-3 2-5 3-7 6-8 7-10 7-12 8-17
570	0-0 1-2 2-3 3-4 4-5 5-9 6-10 7-11 8-12 9-13
571	0-0 0-2 1-3 10-16 11-17 12-18 13-19 2-4 3-5 4-6 5-7 5-9 6-11 7-12 8-13 8-14 9-15
572	0-0 1-1 10-8 11-7 12-10 3-3 4-2 5-4 6-5 8-6 9-9
573	0-0 10-18 11-16 11-17 12-8 13-19 2-1 3-2 4-3 4-6 5-7 6-9 7-10 8-11 8-13 9-14
574	0-2 1-3 10-12 11-5 12-15 2-4 3-6 4-6 5-7 6-8 7-9 8-10 9-14
575	0-0 1-1 11-15 12-16 13-19 14-20 15-23 16-24 18-26 19-27 2-6 3-5 4-7 5-8 6-9 7-2 8-3
576	0-1 1-0 10-11 10-12 11-14 12-15 13-18 14-16 14-17 15-19 2-2 3-4 4-5 5-6 6-7 7-8 8-9 9-13
577	0-4 1-5 10-10 11-12 2-6 3-8 5-0 6-1 7-2 8-9 9-11
578	0-4 1-6 10-2 11-15 12-20 13-14 14-21 2-7 4-10 5-9 6-11 7-12 8-13 9-3
579	0-0 1-2 2-5 4-10 5-11 7-12 7-14 8-7 9-15
